model,match_id,match,is_wc,outcome,action,model_p,implied,diff,hit,pnl
M2 NegBin+DC,26JUN24SUICAN,Switzerland vs Canada,True,home,BUY,0.471,0.3922,0.0789,1.0,0.6078
M2 NegBin+DC,26JUN24SUICAN,Switzerland vs Canada,True,draw,SELL,0.2933,0.3137,-0.0204,0.0,0.3137
M2 NegBin+DC,26JUN24SUICAN,Switzerland vs Canada,True,away,SELL,0.2357,0.2941,-0.0584,0.0,0.2941
M3 NegBin+Frank,26JUN24SUICAN,Switzerland vs Canada,True,home,BUY,0.4851,0.3922,0.093,1.0,0.6078
M3 NegBin+Frank,26JUN24SUICAN,Switzerland vs Canada,True,away,SELL,0.2196,0.2941,-0.0745,0.0,0.2941
M5 NegBin+Frank (calib 1X2+O/U),26JUN24SUICAN,Switzerland vs Canada,True,home,BUY,0.4262,0.3922,0.034,1.0,0.6078
M5 NegBin+Frank (calib 1X2+O/U),26JUN24SUICAN,Switzerland vs Canada,True,draw,SELL,0.2633,0.3137,-0.0504,0.0,0.3137
M1 Poisson+DC,26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,home,SELL,0.6574,0.802,-0.1446,1.0,-0.198
M1 Poisson+DC,26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,draw,BUY,0.2213,0.1485,0.0728,0.0,-0.1485
M1 Poisson+DC,26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,away,BUY,0.1214,0.0495,0.0719,0.0,-0.0495
M2 NegBin+DC,26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,home,SELL,0.6566,0.802,-0.1454,1.0,-0.198
M2 NegBin+DC,26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,draw,BUY,0.2215,0.1485,0.073,0.0,-0.1485
M2 NegBin+DC,26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,away,BUY,0.1219,0.0495,0.0724,0.0,-0.0495
M3 NegBin+Frank,26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,home,SELL,0.677,0.802,-0.1249,1.0,-0.198
M3 NegBin+Frank,26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,draw,BUY,0.2132,0.1485,0.0647,0.0,-0.1485
M3 NegBin+Frank,26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,away,BUY,0.1097,0.0495,0.0602,0.0,-0.0495
M5 NegBin+Frank (calib 1X2+O/U),26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,home,BUY,0.9639,0.802,0.162,1.0,0.198
M5 NegBin+Frank (calib 1X2+O/U),26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,draw,SELL,0.0273,0.1485,-0.1212,0.0,0.1485
M5 NegBin+Frank (calib 1X2+O/U),26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,True,away,SELL,0.0088,0.0495,-0.0407,0.0,0.0495
M1 Poisson+DC,26JUN24MARHTI,Morocco vs Haiti,True,home,SELL,0.7411,0.7843,-0.0432,1.0,-0.2157
M1 Poisson+DC,26JUN24MARHTI,Morocco vs Haiti,True,draw,BUY,0.2083,0.1471,0.0613,0.0,-0.1471
M2 NegBin+DC,26JUN24MARHTI,Morocco vs Haiti,True,home,SELL,0.7398,0.7843,-0.0445,1.0,-0.2157
M2 NegBin+DC,26JUN24MARHTI,Morocco vs Haiti,True,draw,BUY,0.2093,0.1471,0.0623,0.0,-0.1471
M3 NegBin+Frank,26JUN24MARHTI,Morocco vs Haiti,True,home,SELL,0.7609,0.7843,-0.0234,1.0,-0.2157
M3 NegBin+Frank,26JUN24MARHTI,Morocco vs Haiti,True,draw,BUY,0.1953,0.1471,0.0482,0.0,-0.1471
M3 NegBin+Frank,26JUN24MARHTI,Morocco vs Haiti,True,away,SELL,0.0438,0.0686,-0.0248,0.0,0.0686
M5 NegBin+Frank (calib 1X2+O/U),26JUN24MARHTI,Morocco vs Haiti,True,home,SELL,0.7609,0.7843,-0.0234,1.0,-0.2157
M5 NegBin+Frank (calib 1X2+O/U),26JUN24MARHTI,Morocco vs Haiti,True,draw,BUY,0.1953,0.1471,0.0482,0.0,-0.1471
M5 NegBin+Frank (calib 1X2+O/U),26JUN24MARHTI,Morocco vs Haiti,True,away,SELL,0.0438,0.0686,-0.0248,0.0,0.0686
M1 Poisson+DC,26JUN24SCOBRA,Scotland vs Brazil,True,home,BUY,0.1835,0.0882,0.0952,0.0,-0.0882
M1 Poisson+DC,26JUN24SCOBRA,Scotland vs Brazil,True,draw,BUY,0.2389,0.1667,0.0722,0.0,-0.1667
M1 Poisson+DC,26JUN24SCOBRA,Scotland vs Brazil,True,away,SELL,0.5776,0.7451,-0.1675,1.0,-0.2549
M2 NegBin+DC,26JUN24SCOBRA,Scotland vs Brazil,True,home,BUY,0.1841,0.0882,0.0959,0.0,-0.0882
M2 NegBin+DC,26JUN24SCOBRA,Scotland vs Brazil,True,draw,BUY,0.2389,0.1667,0.0722,0.0,-0.1667
M2 NegBin+DC,26JUN24SCOBRA,Scotland vs Brazil,True,away,SELL,0.577,0.7451,-0.1681,1.0,-0.2549
M3 NegBin+Frank,26JUN24SCOBRA,Scotland vs Brazil,True,home,BUY,0.1694,0.0882,0.0812,0.0,-0.0882
M3 NegBin+Frank,26JUN24SCOBRA,Scotland vs Brazil,True,draw,BUY,0.23,0.1667,0.0633,0.0,-0.1667
M3 NegBin+Frank,26JUN24SCOBRA,Scotland vs Brazil,True,away,SELL,0.6006,0.7451,-0.1445,1.0,-0.2549
M5 NegBin+Frank (calib 1X2+O/U),26JUN24SCOBRA,Scotland vs Brazil,True,home,SELL,0.0455,0.0882,-0.0427,0.0,0.0882
M5 NegBin+Frank (calib 1X2+O/U),26JUN24SCOBRA,Scotland vs Brazil,True,draw,SELL,0.1208,0.1667,-0.0458,0.0,0.1667
M5 NegBin+Frank (calib 1X2+O/U),26JUN24SCOBRA,Scotland vs Brazil,True,away,BUY,0.8336,0.7451,0.0885,1.0,0.2549
M1 Poisson+DC,26JUN24RSAKOR,South Africa vs Korea Republic,True,home,BUY,0.2327,0.1584,0.0743,1.0,0.8416
M1 Poisson+DC,26JUN24RSAKOR,South Africa vs Korea Republic,True,draw,BUY,0.3314,0.2574,0.074,0.0,-0.2574
M1 Poisson+DC,26JUN24RSAKOR,South Africa vs Korea Republic,True,away,SELL,0.4358,0.5842,-0.1483,0.0,0.5842
M2 NegBin+DC,26JUN24RSAKOR,South Africa vs Korea Republic,True,home,BUY,0.2331,0.1584,0.0746,1.0,0.8416
M2 NegBin+DC,26JUN24RSAKOR,South Africa vs Korea Republic,True,draw,BUY,0.3316,0.2574,0.0741,0.0,-0.2574
M2 NegBin+DC,26JUN24RSAKOR,South Africa vs Korea Republic,True,away,SELL,0.4354,0.5842,-0.1488,0.0,0.5842
M3 NegBin+Frank,26JUN24RSAKOR,South Africa vs Korea Republic,True,home,BUY,0.2186,0.1584,0.0602,1.0,0.8416
M3 NegBin+Frank,26JUN24RSAKOR,South Africa vs Korea Republic,True,draw,BUY,0.3324,0.2574,0.075,0.0,-0.2574
M3 NegBin+Frank,26JUN24RSAKOR,South Africa vs Korea Republic,True,away,SELL,0.449,0.5842,-0.1352,0.0,0.5842
M5 NegBin+Frank (calib 1X2+O/U),26JUN24RSAKOR,South Africa vs Korea Republic,True,home,SELL,0.0891,0.1584,-0.0693,1.0,-0.8416
M5 NegBin+Frank (calib 1X2+O/U),26JUN24RSAKOR,South Africa vs Korea Republic,True,draw,BUY,0.4291,0.2574,0.1716,0.0,-0.2574
M5 NegBin+Frank (calib 1X2+O/U),26JUN24RSAKOR,South Africa vs Korea Republic,True,away,SELL,0.4819,0.5842,-0.1023,0.0,0.5842
M1 Poisson+DC,26JUN24CZEMEX,Czechia vs Mexico,True,draw,SELL,0.252,0.3725,-0.1205,0.0,0.3725
M1 Poisson+DC,26JUN24CZEMEX,Czechia vs Mexico,True,away,BUY,0.5815,0.4412,0.1404,1.0,0.5588
M2 NegBin+DC,26JUN24CZEMEX,Czechia vs Mexico,True,draw,SELL,0.2521,0.3725,-0.1204,0.0,0.3725
M2 NegBin+DC,26JUN24CZEMEX,Czechia vs Mexico,True,away,BUY,0.5808,0.4412,0.1397,1.0,0.5588
M3 NegBin+Frank,26JUN24CZEMEX,Czechia vs Mexico,True,home,SELL,0.1578,0.1863,-0.0285,0.0,0.1863
M3 NegBin+Frank,26JUN24CZEMEX,Czechia vs Mexico,True,draw,SELL,0.2492,0.3725,-0.1233,0.0,0.3725
M3 NegBin+Frank,26JUN24CZEMEX,Czechia vs Mexico,True,away,BUY,0.593,0.4412,0.1518,1.0,0.5588
M5 NegBin+Frank (calib 1X2+O/U),26JUN24CZEMEX,Czechia vs Mexico,True,home,BUY,0.2274,0.1863,0.0411,0.0,-0.1863
M5 NegBin+Frank (calib 1X2+O/U),26JUN24CZEMEX,Czechia vs Mexico,True,draw,SELL,0.2488,0.3725,-0.1237,0.0,0.3725
M5 NegBin+Frank (calib 1X2+O/U),26JUN24CZEMEX,Czechia vs Mexico,True,away,BUY,0.5238,0.4412,0.0826,1.0,0.5588
M1 Poisson+DC,26JUN25ECUGER,Ecuador vs Germany,True,home,BUY,0.246,0.1942,0.0518,1.0,0.8058
M1 Poisson+DC,26JUN25ECUGER,Ecuador vs Germany,True,draw,BUY,0.3554,0.2039,0.1515,0.0,-0.2039
M1 Poisson+DC,26JUN25ECUGER,Ecuador vs Germany,True,away,SELL,0.3986,0.6019,-0.2033,0.0,0.6019
M2 NegBin+DC,26JUN25ECUGER,Ecuador vs Germany,True,home,BUY,0.2466,0.1942,0.0524,1.0,0.8058
M2 NegBin+DC,26JUN25ECUGER,Ecuador vs Germany,True,draw,BUY,0.3555,0.2039,0.1516,0.0,-0.2039
M2 NegBin+DC,26JUN25ECUGER,Ecuador vs Germany,True,away,SELL,0.3979,0.6019,-0.204,0.0,0.6019
M3 NegBin+Frank,26JUN25ECUGER,Ecuador vs Germany,True,home,BUY,0.2452,0.1942,0.051,1.0,0.8058
M3 NegBin+Frank,26JUN25ECUGER,Ecuador vs Germany,True,draw,BUY,0.3705,0.2039,0.1667,0.0,-0.2039
M3 NegBin+Frank,26JUN25ECUGER,Ecuador vs Germany,True,away,SELL,0.3843,0.6019,-0.2177,0.0,0.6019
M5 NegBin+Frank (calib 1X2+O/U),26JUN25ECUGER,Ecuador vs Germany,True,home,SELL,0.1487,0.1942,-0.0455,1.0,-0.8058
M5 NegBin+Frank (calib 1X2+O/U),26JUN25ECUGER,Ecuador vs Germany,True,away,BUY,0.6379,0.6019,0.0359,0.0,-0.6019
M1 Poisson+DC,26JUN25CUWCIV,Curacao vs Ivory Coast,True,home,SELL,0.0467,0.068,-0.0212,0.0,0.068
M1 Poisson+DC,26JUN25CUWCIV,Curacao vs Ivory Coast,True,draw,BUY,0.1632,0.1262,0.037,0.0,-0.1262
M2 NegBin+DC,26JUN25CUWCIV,Curacao vs Ivory Coast,True,home,SELL,0.0476,0.068,-0.0204,0.0,0.068
M2 NegBin+DC,26JUN25CUWCIV,Curacao vs Ivory Coast,True,draw,BUY,0.165,0.1262,0.0388,0.0,-0.1262
M3 NegBin+Frank,26JUN25CUWCIV,Curacao vs Ivory Coast,True,home,SELL,0.0417,0.068,-0.0263,0.0,0.068
M3 NegBin+Frank,26JUN25CUWCIV,Curacao vs Ivory Coast,True,draw,BUY,0.1557,0.1262,0.0295,0.0,-0.1262
M5 NegBin+Frank (calib 1X2+O/U),26JUN25CUWCIV,Curacao vs Ivory Coast,True,home,SELL,0.0254,0.068,-0.0425,0.0,0.068
M5 NegBin+Frank (calib 1X2+O/U),26JUN25CUWCIV,Curacao vs Ivory Coast,True,draw,BUY,0.1849,0.1262,0.0587,0.0,-0.1262
M1 Poisson+DC,26JUN25JPNSWE,Japan vs Sweden,True,home,BUY,0.6597,0.3861,0.2736,0.0,-0.3861
M1 Poisson+DC,26JUN25JPNSWE,Japan vs Sweden,True,draw,SELL,0.2082,0.4059,-0.1978,1.0,-0.5941
M1 Poisson+DC,26JUN25JPNSWE,Japan vs Sweden,True,away,SELL,0.1321,0.2079,-0.0758,0.0,0.2079
M2 NegBin+DC,26JUN25JPNSWE,Japan vs Sweden,True,home,BUY,0.6592,0.3861,0.2731,0.0,-0.3861
M2 NegBin+DC,26JUN25JPNSWE,Japan vs Sweden,True,draw,SELL,0.2082,0.4059,-0.1977,1.0,-0.5941
M2 NegBin+DC,26JUN25JPNSWE,Japan vs Sweden,True,away,SELL,0.1326,0.2079,-0.0753,0.0,0.2079
M3 NegBin+Frank,26JUN25JPNSWE,Japan vs Sweden,True,home,BUY,0.6765,0.3861,0.2903,0.0,-0.3861
M3 NegBin+Frank,26JUN25JPNSWE,Japan vs Sweden,True,draw,SELL,0.1994,0.4059,-0.2066,1.0,-0.5941
M3 NegBin+Frank,26JUN25JPNSWE,Japan vs Sweden,True,away,SELL,0.1242,0.2079,-0.0838,0.0,0.2079
M5 NegBin+Frank (calib 1X2+O/U),26JUN25JPNSWE,Japan vs Sweden,True,home,BUY,0.4268,0.3861,0.0407,0.0,-0.3861
M5 NegBin+Frank (calib 1X2+O/U),26JUN25JPNSWE,Japan vs Sweden,True,draw,SELL,0.3422,0.4059,-0.0638,1.0,-0.5941
M5 NegBin+Frank (calib 1X2+O/U),26JUN25JPNSWE,Japan vs Sweden,True,away,BUY,0.231,0.2079,0.0231,0.0,-0.2079
M1 Poisson+DC,26JUN25PARAUS,Paraguay vs Australia,True,home,SELL,0.3035,0.3627,-0.0593,0.0,0.3627
M1 Poisson+DC,26JUN25PARAUS,Paraguay vs Australia,True,draw,SELL,0.3834,0.4118,-0.0283,1.0,-0.5882
M1 Poisson+DC,26JUN25PARAUS,Paraguay vs Australia,True,away,BUY,0.3131,0.2255,0.0876,0.0,-0.2255
M2 NegBin+DC,26JUN25PARAUS,Paraguay vs Australia,True,home,SELL,0.3033,0.3627,-0.0594,0.0,0.3627
M2 NegBin+DC,26JUN25PARAUS,Paraguay vs Australia,True,draw,SELL,0.3838,0.4118,-0.028,1.0,-0.5882
M2 NegBin+DC,26JUN25PARAUS,Paraguay vs Australia,True,away,BUY,0.3129,0.2255,0.0874,0.0,-0.2255
M3 NegBin+Frank,26JUN25PARAUS,Paraguay vs Australia,True,home,SELL,0.3048,0.3627,-0.0579,0.0,0.3627
M3 NegBin+Frank,26JUN25PARAUS,Paraguay vs Australia,True,draw,SELL,0.3912,0.4118,-0.0205,1.0,-0.5882
M3 NegBin+Frank,26JUN25PARAUS,Paraguay vs Australia,True,away,BUY,0.3039,0.2255,0.0784,0.0,-0.2255
M5 NegBin+Frank (calib 1X2+O/U),26JUN25PARAUS,Paraguay vs Australia,True,home,SELL,0.161,0.3627,-0.2018,0.0,0.3627
M5 NegBin+Frank (calib 1X2+O/U),26JUN25PARAUS,Paraguay vs Australia,True,draw,BUY,0.7462,0.4118,0.3345,1.0,0.5882
M5 NegBin+Frank (calib 1X2+O/U),26JUN25PARAUS,Paraguay vs Australia,True,away,SELL,0.0928,0.2255,-0.1327,0.0,0.2255
M1 Poisson+DC,26JUN25TURUSA,Turkiye vs USA,True,draw,SELL,0.2177,0.2647,-0.047,0.0,0.2647
M1 Poisson+DC,26JUN25TURUSA,Turkiye vs USA,True,away,BUY,0.2394,0.2059,0.0335,0.0,-0.2059
M2 NegBin+DC,26JUN25TURUSA,Turkiye vs USA,True,draw,SELL,0.2176,0.2647,-0.0471,0.0,0.2647
M2 NegBin+DC,26JUN25TURUSA,Turkiye vs USA,True,away,BUY,0.2415,0.2059,0.0356,0.0,-0.2059
M3 NegBin+Frank,26JUN25TURUSA,Turkiye vs USA,True,home,BUY,0.5681,0.5294,0.0387,1.0,0.4706
M3 NegBin+Frank,26JUN25TURUSA,Turkiye vs USA,True,draw,SELL,0.2134,0.2647,-0.0513,0.0,0.2647
M5 NegBin+Frank (calib 1X2+O/U),26JUN25TURUSA,Turkiye vs USA,True,home,BUY,0.6593,0.5294,0.1299,1.0,0.4706
M5 NegBin+Frank (calib 1X2+O/U),26JUN25TURUSA,Turkiye vs USA,True,draw,SELL,0.1754,0.2647,-0.0893,0.0,0.2647
M5 NegBin+Frank (calib 1X2+O/U),26JUN25TURUSA,Turkiye vs USA,True,away,SELL,0.1654,0.2059,-0.0405,0.0,0.2059
M1 Poisson+DC,26JUN26NORFRA,Norway vs France,True,home,BUY,0.3168,0.1287,0.1881,0.0,-0.1287
M1 Poisson+DC,26JUN26NORFRA,Norway vs France,True,draw,BUY,0.2635,0.1683,0.0952,0.0,-0.1683
M1 Poisson+DC,26JUN26NORFRA,Norway vs France,True,away,SELL,0.4197,0.703,-0.2833,1.0,-0.297
M2 NegBin+DC,26JUN26NORFRA,Norway vs France,True,home,BUY,0.3167,0.1287,0.188,0.0,-0.1287
M2 NegBin+DC,26JUN26NORFRA,Norway vs France,True,draw,BUY,0.263,0.1683,0.0947,0.0,-0.1683
M2 NegBin+DC,26JUN26NORFRA,Norway vs France,True,away,SELL,0.4202,0.703,-0.2827,1.0,-0.297
M3 NegBin+Frank,26JUN26NORFRA,Norway vs France,True,home,BUY,0.3031,0.1287,0.1744,0.0,-0.1287
M3 NegBin+Frank,26JUN26NORFRA,Norway vs France,True,draw,BUY,0.2701,0.1683,0.1018,0.0,-0.1683
M3 NegBin+Frank,26JUN26NORFRA,Norway vs France,True,away,SELL,0.4268,0.703,-0.2762,1.0,-0.297
M4 NegBin+Frank (calib 1X2),26JUN26NORFRA,Norway vs France,True,away,BUY,0.7239,0.703,0.021,1.0,0.297
M5 NegBin+Frank (calib 1X2+O/U),26JUN26NORFRA,Norway vs France,True,home,SELL,0.0,0.1287,-0.1287,0.0,0.1287
M5 NegBin+Frank (calib 1X2+O/U),26JUN26NORFRA,Norway vs France,True,draw,BUY,0.3338,0.1683,0.1655,0.0,-0.1683
M5 NegBin+Frank (calib 1X2+O/U),26JUN26NORFRA,Norway vs France,True,away,SELL,0.6662,0.703,-0.0368,1.0,-0.297
M1 Poisson+DC,26JUN26SENIRQ,Senegal vs Iraq,True,home,SELL,0.6469,0.9314,-0.2845,1.0,-0.0686
M1 Poisson+DC,26JUN26SENIRQ,Senegal vs Iraq,True,draw,BUY,0.234,0.049,0.185,0.0,-0.049
M1 Poisson+DC,26JUN26SENIRQ,Senegal vs Iraq,True,away,BUY,0.1191,0.0196,0.0995,0.0,-0.0196
M2 NegBin+DC,26JUN26SENIRQ,Senegal vs Iraq,True,home,SELL,0.6457,0.9314,-0.2857,1.0,-0.0686
M2 NegBin+DC,26JUN26SENIRQ,Senegal vs Iraq,True,draw,BUY,0.2346,0.049,0.1855,0.0,-0.049
M2 NegBin+DC,26JUN26SENIRQ,Senegal vs Iraq,True,away,BUY,0.1197,0.0196,0.1001,0.0,-0.0196
M3 NegBin+Frank,26JUN26SENIRQ,Senegal vs Iraq,True,home,SELL,0.6652,0.9314,-0.2662,1.0,-0.0686
M3 NegBin+Frank,26JUN26SENIRQ,Senegal vs Iraq,True,draw,BUY,0.2248,0.049,0.1757,0.0,-0.049
M3 NegBin+Frank,26JUN26SENIRQ,Senegal vs Iraq,True,away,BUY,0.1101,0.0196,0.0904,0.0,-0.0196
M4 NegBin+Frank (calib 1X2),26JUN26SENIRQ,Senegal vs Iraq,True,home,BUY,0.9567,0.9314,0.0253,1.0,0.0686
M5 NegBin+Frank (calib 1X2+O/U),26JUN26SENIRQ,Senegal vs Iraq,True,home,SELL,0.6652,0.9314,-0.2662,1.0,-0.0686
M5 NegBin+Frank (calib 1X2+O/U),26JUN26SENIRQ,Senegal vs Iraq,True,draw,BUY,0.2248,0.049,0.1757,0.0,-0.049
M5 NegBin+Frank (calib 1X2+O/U),26JUN26SENIRQ,Senegal vs Iraq,True,away,BUY,0.1101,0.0196,0.0904,0.0,-0.0196
M1 Poisson+DC,26JUN26URUESP,Uruguay vs Spain,True,draw,BUY,0.317,0.26,0.057,0.0,-0.26
M1 Poisson+DC,26JUN26URUESP,Uruguay vs Spain,True,away,SELL,0.5466,0.59,-0.0434,1.0,-0.41
M2 NegBin+DC,26JUN26URUESP,Uruguay vs Spain,True,draw,BUY,0.3175,0.26,0.0575,0.0,-0.26
M2 NegBin+DC,26JUN26URUESP,Uruguay vs Spain,True,away,SELL,0.5455,0.59,-0.0445,1.0,-0.41
M3 NegBin+Frank,26JUN26URUESP,Uruguay vs Spain,True,home,SELL,0.1263,0.15,-0.0237,0.0,0.15
M3 NegBin+Frank,26JUN26URUESP,Uruguay vs Spain,True,draw,BUY,0.3215,0.26,0.0615,0.0,-0.26
M3 NegBin+Frank,26JUN26URUESP,Uruguay vs Spain,True,away,SELL,0.5523,0.59,-0.0377,1.0,-0.41
M5 NegBin+Frank (calib 1X2+O/U),26JUN26URUESP,Uruguay vs Spain,True,home,SELL,0.0819,0.15,-0.0681,0.0,0.15
M5 NegBin+Frank (calib 1X2+O/U),26JUN26URUESP,Uruguay vs Spain,True,draw,BUY,0.4248,0.26,0.1648,0.0,-0.26
M5 NegBin+Frank (calib 1X2+O/U),26JUN26URUESP,Uruguay vs Spain,True,away,SELL,0.4933,0.59,-0.0967,1.0,-0.41
M1 Poisson+DC,26JUN26NZLBEL,New Zealand vs Belgium,True,home,SELL,0.0392,0.07,-0.0308,0.0,0.07
M1 Poisson+DC,26JUN26NZLBEL,New Zealand vs Belgium,True,away,BUY,0.8479,0.82,0.0279,1.0,0.18
M2 NegBin+DC,26JUN26NZLBEL,New Zealand vs Belgium,True,home,SELL,0.0401,0.07,-0.0299,0.0,0.07
M2 NegBin+DC,26JUN26NZLBEL,New Zealand vs Belgium,True,away,BUY,0.8455,0.82,0.0255,1.0,0.18
M3 NegBin+Frank,26JUN26NZLBEL,New Zealand vs Belgium,True,home,SELL,0.0363,0.07,-0.0337,0.0,0.07
M3 NegBin+Frank,26JUN26NZLBEL,New Zealand vs Belgium,True,away,BUY,0.8602,0.82,0.0402,1.0,0.18
M4 NegBin+Frank (calib 1X2),26JUN26NZLBEL,New Zealand vs Belgium,True,draw,SELL,0.0876,0.11,-0.0224,0.0,0.11
M4 NegBin+Frank (calib 1X2),26JUN26NZLBEL,New Zealand vs Belgium,True,away,BUY,0.8554,0.82,0.0354,1.0,0.18
M5 NegBin+Frank (calib 1X2+O/U),26JUN26NZLBEL,New Zealand vs Belgium,True,home,SELL,0.0017,0.07,-0.0683,0.0,0.07
M5 NegBin+Frank (calib 1X2+O/U),26JUN26NZLBEL,New Zealand vs Belgium,True,draw,SELL,0.0031,0.11,-0.1069,0.0,0.11
M5 NegBin+Frank (calib 1X2+O/U),26JUN26NZLBEL,New Zealand vs Belgium,True,away,BUY,0.9952,0.82,0.1752,1.0,0.18
M1 Poisson+DC,26JUN26EGYIRI,Egypt vs IR Iran,True,home,SELL,0.3078,0.3627,-0.055,0.0,0.3627
M1 Poisson+DC,26JUN26EGYIRI,Egypt vs IR Iran,True,away,BUY,0.3354,0.2843,0.051,0.0,-0.2843
M2 NegBin+DC,26JUN26EGYIRI,Egypt vs IR Iran,True,home,SELL,0.3083,0.3627,-0.0545,0.0,0.3627
M2 NegBin+DC,26JUN26EGYIRI,Egypt vs IR Iran,True,away,BUY,0.3351,0.2843,0.0508,0.0,-0.2843
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,True,home,SELL,0.3029,0.3627,-0.0599,0.0,0.3627
M3 NegBin+Frank,26JUN26EGYIRI,Egypt vs IR Iran,True,away,BUY,0.3254,0.2843,0.0411,0.0,-0.2843
M1 Poisson+DC,26JUN27COLPOR,Colombia vs Portugal,True,home,BUY,0.2968,0.2451,0.0517,0.0,-0.2451
M1 Poisson+DC,26JUN27COLPOR,Colombia vs Portugal,True,draw,BUY,0.2975,0.2353,0.0622,1.0,0.7647
M1 Poisson+DC,26JUN27COLPOR,Colombia vs Portugal,True,away,SELL,0.4057,0.5196,-0.1139,0.0,0.5196
M2 NegBin+DC,26JUN27COLPOR,Colombia vs Portugal,True,home,BUY,0.2978,0.2451,0.0527,0.0,-0.2451
M2 NegBin+DC,26JUN27COLPOR,Colombia vs Portugal,True,draw,BUY,0.2975,0.2353,0.0622,1.0,0.7647
M2 NegBin+DC,26JUN27COLPOR,Colombia vs Portugal,True,away,SELL,0.4047,0.5196,-0.1149,0.0,0.5196
M3 NegBin+Frank,26JUN27COLPOR,Colombia vs Portugal,True,home,BUY,0.2899,0.2451,0.0448,0.0,-0.2451
M3 NegBin+Frank,26JUN27COLPOR,Colombia vs Portugal,True,draw,BUY,0.3044,0.2353,0.0691,1.0,0.7647
M3 NegBin+Frank,26JUN27COLPOR,Colombia vs Portugal,True,away,SELL,0.4057,0.5196,-0.1139,0.0,0.5196
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,True,home,SELL,0.1527,0.2451,-0.0923,0.0,0.2451
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,True,draw,BUY,0.4644,0.2353,0.2291,1.0,0.7647
M5 NegBin+Frank (calib 1X2+O/U),26JUN27COLPOR,Colombia vs Portugal,True,away,SELL,0.3829,0.5196,-0.1367,0.0,0.5196
M1 Poisson+DC,26JUN27CODUZB,Congo DR vs Uzbekistan,True,home,BUY,0.5305,0.2718,0.2586,1.0,0.7282
M1 Poisson+DC,26JUN27CODUZB,Congo DR vs Uzbekistan,True,draw,BUY,0.334,0.2816,0.0525,0.0,-0.2816
M1 Poisson+DC,26JUN27CODUZB,Congo DR vs Uzbekistan,True,away,SELL,0.1355,0.4466,-0.3111,0.0,0.4466
M2 NegBin+DC,26JUN27CODUZB,Congo DR vs Uzbekistan,True,home,BUY,0.5297,0.2718,0.2579,1.0,0.7282
M2 NegBin+DC,26JUN27CODUZB,Congo DR vs Uzbekistan,True,draw,BUY,0.3345,0.2816,0.0529,0.0,-0.2816
M2 NegBin+DC,26JUN27CODUZB,Congo DR vs Uzbekistan,True,away,SELL,0.1358,0.4466,-0.3108,0.0,0.4466
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,True,home,BUY,0.5333,0.2718,0.2614,1.0,0.7282
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,True,draw,BUY,0.3408,0.2816,0.0592,0.0,-0.2816
M3 NegBin+Frank,26JUN27CODUZB,Congo DR vs Uzbekistan,True,away,SELL,0.1259,0.4466,-0.3207,0.0,0.4466
M5 NegBin+Frank (calib 1X2+O/U),26JUN27CODUZB,Congo DR vs Uzbekistan,True,draw,BUY,0.3024,0.2816,0.0208,0.0,-0.2816
M1 Poisson+DC,26JUN27DZAAUT,Algeria vs Austria,True,home,BUY,0.3239,0.2718,0.0521,0.0,-0.2718
M1 Poisson+DC,26JUN27DZAAUT,Algeria vs Austria,True,draw,SELL,0.2923,0.4563,-0.164,1.0,-0.5437
M1 Poisson+DC,26JUN27DZAAUT,Algeria vs Austria,True,away,BUY,0.3837,0.2718,0.1119,0.0,-0.2718
M2 NegBin+DC,26JUN27DZAAUT,Algeria vs Austria,True,home,BUY,0.324,0.2718,0.0521,0.0,-0.2718
M2 NegBin+DC,26JUN27DZAAUT,Algeria vs Austria,True,draw,SELL,0.2922,0.4563,-0.1641,1.0,-0.5437
M2 NegBin+DC,26JUN27DZAAUT,Algeria vs Austria,True,away,BUY,0.3838,0.2718,0.112,0.0,-0.2718
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,True,home,BUY,0.3155,0.2718,0.0437,0.0,-0.2718
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,True,draw,SELL,0.291,0.4563,-0.1653,1.0,-0.5437
M3 NegBin+Frank,26JUN27DZAAUT,Algeria vs Austria,True,away,BUY,0.3935,0.2718,0.1216,0.0,-0.2718
